title,overview,query,retriever
The Last,"The vast Gran Chaco natural region in Paraguay is under serious threat from large-scale deforestation and wildfires. Filmmaker Sebastian Peña Escobar travels with the German entomologist Ulf Drechsel and the Paraguayan ornithologist Jota Escobar to this vulnerable, flammable area, which looks like an apocalyptic landscape with red dirt roads and dry thorny trees.",What are some movies set in the Amazon rain forest?,theme_group
The Presidents: The Movie,"When Donald runs for School President, a war between the cool kids and the losers threatens to wreck havoc on the entire community. A thrilling story of love, passion, revenge, and school politics.",What are some movies about the president of the United States?,movie
Henry Fonda for President,"The United States of Fonda” is the motto of this three-hour autobiofilmographical monument, put together with cinematic passion and editing verve for a president that will only ever have existed on the big screen: Henry Fonda.",What are some movies about the president of the United States?,movie
Loose Cannon,A rogue cop uncovers a conspiracy plot to kill the president of the United States.,What are some movies about the president of the United States?,movie
Air Force One Down,"On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history.",What are some movies about the president of the United States?,movie
Top Gunner: America vs. Russia,"During a new age of tensions between America and Russia, an assassination attempt is made on the Russian president while visiting the White House. An enraged Russia scrambles jets over the Atlantic, forcing the U.S. to fill the sky with its own fighters trying to stop the high-tech SU-57 squadrons before they ravage Washington, D.C.",What are some movies about the president of the United States?,movie
Dreams about Putin,"Since the Russian invasion of Ukraine, many Russians have started having dreams about their president and sharing them on social media. More than a thousand dreams about Putin have now been recorded and posted on public platforms.  In Dreams About Putin, a selection of these dreams have been brought to life using Unreal Engine, a 3D graphics program for creating scenes for computer games. In this exciting experiment with form, the animations are complemented by rare archival footage of the Russian president.  The dreams are related by a narrator, and their “translation” into 3D scenes is not literal; likewise, the archival footage has been lightly edited. The result is sometimes dryly comic, sometimes absurdist, sometimes disturbing, and sometimes even hopeful. A series of bizarre but therefore oddly familiar nightmares as a vision of Putin’s Russia.",What are some movies about the president of the United States?,movie
"Kennedy, Sinatra and the Mafia","With his mafia wiseguy links and access to entertainment industry star power, Frank Sinatra helped John F. Kennedy into the White House in 1960. But it all came to a bitter end.",What are some movies about the president of the United States?,movie
War Game,"A bipartisan group of U.S. defense, intelligence, and elected policymakers spanning five presidential administrations participate in an unscripted role-play exercise in which they confront a political coup backed by rogue members of the U.S. military, in the wake of a contested presidential election.",What are some movies about the president of the United States?,movie
JFK: The Home Movie That Changed The World,"60 years on from President John F Kennedy's assassination. This is the gripping true story of Abraham Zapruder, who filmed the iconic moment.",What are some movies about the president of the United States?,movie
Invisible Nation,"With unprecedented access to Taiwan's sitting head of state, director Vanessa Hope investigates the election and tenure of Tsai Ing-wen, the first female president of Taiwan.",What are some movies about the president of the United States?,movie
Frank Capra: Mr. America,"FRANK CAPRA: MR AMERICA tells the story of how Frank Capra, a young and penniless immigrant, rose through the ranks of early Hollywood to become one of the Great American storytellers.",What are some movies about the president of the United States?,movie
Make Democracy Great Again,The documentary film Make Democracy Great Again focuses on one of the most important questions of our time: Will democracy survive?,What are some movies about the president of the United States?,movie
Democracy on Trial,"FRONTLINE investigates the roots of the criminal cases against former President Trump stemming from his 2020 election loss. With the presidential race for 2024 underway, veteran political filmmaker Michael Kirk and his team examine the House Jan. 6 committee’s evidence, the historic charges against Trump and the threat to democracy.",What are some movies about the president of the United States?,movie
